Temperature,Humidity,Storage_Type,Days_Since_Harvest,Transport_Duration,Packaging_Quality,Month_num,Commodity_name,Spoilage_Risk,Commodity_Category
36.6,70.6,cold_storage,11,7.7,average,2,Pomegranate,2,Fruits
21.4,67.4,cold_storage,6,4.0,average,9,Pomegranate,1,Fruits
29.8,75.5,room_temperature,12,5.9,average,4,Pomegranate,2,Fruits
36.9,70.8,room_temperature,12,21.3,average,3,Pomegranate,2,Fruits
33.5,80.0,room_temperature,5,7.9,average,10,Pomegranate,2,Fruits
34.4,59.1,room_temperature,1,7.2,poor,6,Pomegranate,2,Fruits
35.9,69.4,cold_storage,4,19.5,good,10,Pomegranate,2,Fruits
35.0,60.9,cold_storage,13,15.5,average,9,Pomegranate,2,Fruits
27.1,69.7,room_temperature,13,16.1,average,5,Pomegranate,2,Fruits
23.9,55.1,cold_storage,14,7.6,average,6,Pomegranate,2,Fruits
26.9,86.0,room_temperature,12,19.7,average,10,Pomegranate,2,Fruits
36.4,61.0,cold_storage,7,21.0,average,1,Pomegranate,2,Fruits
31.4,88.5,room_temperature,9,10.9,average,3,Pomegranate,2,Fruits
22.5,86.3,cold_storage,9,3.9,good,5,Pomegranate,1,Fruits
32.5,60.0,open_air,6,20.4,average,4,Pomegranate,2,Fruits
25.3,73.7,cold_storage,4,9.7,poor,9,Pomegranate,2,Fruits
30.5,81.5,room_temperature,8,23.7,average,5,Pomegranate,2,Fruits
26.8,68.1,cold_storage,2,9.3,average,11,Pomegranate,1,Fruits
25.5,61.5,open_air,11,13.1,average,4,Pomegranate,2,Fruits
22.4,74.0,room_temperature,10,8.2,good,10,Pomegranate,2,Fruits
23.0,83.9,room_temperature,1,8.8,average,4,Pomegranate,2,Fruits
23.1,69.8,cold_storage,11,18.4,average,10,Pomegranate,2,Fruits
30.3,83.8,room_temperature,8,16.1,average,5,Pomegranate,2,Fruits
35.4,73.0,cold_storage,1,8.8,average,7,Pomegranate,2,Fruits
22.0,82.2,cold_storage,10,10.9,average,8,Pomegranate,2,Fruits
29.5,74.4,cold_storage,10,4.9,good,3,Pomegranate,1,Fruits
21.3,66.6,open_air,4,10.6,good,3,Pomegranate,2,Fruits
25.7,55.7,room_temperature,12,7.1,poor,9,Pomegranate,2,Fruits
23.4,61.6,room_temperature,10,15.2,average,2,Pomegranate,2,Fruits
32.9,70.8,cold_storage,3,12.2,average,7,Pomegranate,2,Fruits
36.2,88.0,cold_storage,7,21.3,poor,11,Pomegranate,2,Fruits
35.9,64.0,open_air,3,21.1,average,4,Pomegranate,2,Fruits
21.9,88.6,room_temperature,7,21.9,average,5,Pomegranate,2,Fruits
21.2,82.1,room_temperature,9,24.5,poor,10,Pomegranate,2,Fruits
29.6,66.3,room_temperature,10,13.9,average,8,Pomegranate,2,Fruits
32.8,67.7,room_temperature,12,20.4,good,11,Pomegranate,2,Fruits
24.2,70.1,open_air,12,23.8,good,5,Pomegranate,2,Fruits
26.2,72.8,room_temperature,3,7.5,average,8,Pomegranate,2,Fruits
36.4,66.3,open_air,5,6.3,poor,1,Pomegranate,2,Fruits
28.3,80.8,open_air,2,20.3,average,4,Pomegranate,2,Fruits
22.2,73.7,room_temperature,11,11.8,poor,6,Pomegranate,2,Fruits
26.4,82.5,room_temperature,11,9.6,average,6,Pomegranate,2,Fruits
23.3,74.2,room_temperature,4,16.4,average,1,Pomegranate,2,Fruits
26.3,59.6,cold_storage,6,9.1,average,10,Pomegranate,2,Fruits
31.5,84.3,room_temperature,12,12.6,average,12,Pomegranate,2,Fruits
27.1,82.8,room_temperature,10,7.9,average,1,Pomegranate,2,Fruits
25.2,62.3,room_temperature,6,5.1,average,6,Pomegranate,2,Fruits
34.7,76.1,cold_storage,9,10.9,poor,11,Pomegranate,2,Fruits
27.4,69.9,cold_storage,4,13.1,good,7,Pomegranate,1,Fruits
32.8,77.2,open_air,4,21.2,average,9,Pomegranate,2,Fruits
29.6,56.0,room_temperature,5,15.9,poor,7,Pomegranate,2,Fruits
24.8,80.8,open_air,12,10.8,average,2,Pomegranate,2,Fruits
36.2,87.6,open_air,10,18.2,average,5,Pomegranate,2,Fruits
34.7,59.8,open_air,5,23.9,poor,2,Pomegranate,2,Fruits
31.9,70.2,open_air,1,11.2,average,7,Pomegranate,2,Fruits
27.5,80.1,room_temperature,8,14.7,good,4,Pomegranate,2,Fruits
20.6,55.4,open_air,13,3.0,average,5,Pomegranate,2,Fruits
30.8,66.8,cold_storage,13,17.9,poor,3,Pomegranate,2,Fruits
30.9,66.0,room_temperature,13,6.3,good,4,Pomegranate,2,Fruits
20.5,78.7,room_temperature,4,17.7,average,9,Pomegranate,2,Fruits
27.3,65.5,room_temperature,13,24.0,average,12,Pomegranate,2,Fruits
22.6,66.4,cold_storage,3,23.2,poor,4,Pomegranate,2,Fruits
30.9,55.6,room_temperature,10,23.6,good,4,Pomegranate,2,Fruits
21.8,72.5,room_temperature,13,19.4,average,12,Pomegranate,2,Fruits
22.3,83.9,open_air,12,6.1,good,6,Pomegranate,2,Fruits
36.6,86.7,open_air,9,13.4,good,11,Pomegranate,2,Fruits
26.2,82.6,room_temperature,14,13.5,average,11,Pomegranate,2,Fruits
37.0,84.6,room_temperature,9,21.6,average,7,Pomegranate,2,Fruits
33.4,72.4,cold_storage,6,15.2,average,4,Pomegranate,2,Fruits
33.3,71.8,room_temperature,3,9.1,good,4,Pomegranate,2,Fruits
32.0,81.7,room_temperature,1,15.2,poor,3,Pomegranate,2,Fruits
31.2,68.4,open_air,13,20.1,poor,7,Pomegranate,2,Fruits
33.7,73.9,cold_storage,13,20.1,average,7,Pomegranate,2,Fruits
35.1,70.5,cold_storage,5,19.8,poor,11,Pomegranate,2,Fruits
36.1,63.9,cold_storage,8,11.7,average,12,Pomegranate,2,Fruits
27.6,65.9,room_temperature,5,6.4,average,7,Pomegranate,2,Fruits
26.8,56.6,room_temperature,4,13.6,poor,12,Pomegranate,2,Fruits
24.5,86.2,room_temperature,14,14.6,average,1,Pomegranate,2,Fruits
27.9,65.1,room_temperature,2,18.5,good,4,Pomegranate,2,Fruits
26.1,78.9,room_temperature,6,7.2,average,4,Pomegranate,2,Fruits
23.4,81.2,room_temperature,9,5.5,average,11,Pomegranate,2,Fruits
36.8,75.1,cold_storage,6,15.2,good,11,Pomegranate,2,Fruits
32.8,61.3,cold_storage,11,6.0,good,12,Pomegranate,2,Fruits
32.1,70.8,room_temperature,10,16.1,average,5,Pomegranate,2,Fruits
26.1,69.6,open_air,12,22.4,poor,4,Pomegranate,2,Fruits
32.0,68.5,room_temperature,4,12.5,average,8,Pomegranate,2,Fruits
32.6,65.2,cold_storage,11,16.4,poor,11,Pomegranate,2,Fruits
36.6,85.2,room_temperature,2,4.8,good,9,Pomegranate,2,Fruits
33.3,63.6,open_air,11,11.4,average,6,Pomegranate,2,Fruits
35.1,66.6,room_temperature,3,23.8,average,7,Pomegranate,2,Fruits
24.2,65.1,cold_storage,4,4.5,average,9,Pomegranate,1,Fruits
22.3,84.4,room_temperature,12,13.8,average,11,Pomegranate,2,Fruits
24.6,85.4,cold_storage,8,17.7,poor,12,Pomegranate,2,Fruits
36.4,72.8,cold_storage,5,24.2,good,12,Pomegranate,2,Fruits
28.1,64.2,room_temperature,10,5.9,average,10,Pomegranate,2,Fruits
25.7,64.0,open_air,12,21.5,average,9,Pomegranate,2,Fruits
25.3,86.0,cold_storage,8,15.0,poor,11,Pomegranate,2,Fruits
28.4,62.0,room_temperature,10,15.6,average,9,Pomegranate,2,Fruits
34.5,59.8,open_air,2,7.3,poor,2,Pomegranate,2,Fruits
23.6,88.2,room_temperature,2,5.7,poor,2,Pomegranate,2,Fruits
32.4,86.6,room_temperature,2,19.5,average,4,Pomegranate,2,Fruits
31.1,80.4,cold_storage,2,25.0,poor,12,Pomegranate,2,Fruits
21.3,69.9,cold_storage,13,8.8,average,8,Pomegranate,2,Fruits
29.4,61.9,room_temperature,1,19.9,good,10,Pomegranate,2,Fruits
22.3,81.8,cold_storage,1,14.9,good,2,Pomegranate,0,Fruits
22.1,61.9,room_temperature,7,7.6,good,1,Pomegranate,1,Fruits
29.8,58.6,room_temperature,10,7.6,average,3,Pomegranate,2,Fruits
29.1,65.4,cold_storage,6,12.5,average,9,Pomegranate,2,Fruits
30.2,60.6,cold_storage,6,20.4,average,11,Pomegranate,2,Fruits
36.2,85.1,open_air,11,7.0,good,6,Pomegranate,2,Fruits
34.9,79.8,open_air,12,9.0,poor,11,Pomegranate,2,Fruits
25.0,64.0,room_temperature,11,21.0,good,7,Pomegranate,2,Fruits
28.8,76.1,room_temperature,5,22.3,good,6,Pomegranate,2,Fruits
33.1,60.4,open_air,9,3.7,poor,2,Pomegranate,2,Fruits
32.2,55.6,cold_storage,2,9.8,good,12,Pomegranate,1,Fruits
29.9,58.4,cold_storage,2,3.5,average,11,Pomegranate,0,Fruits
35.7,88.3,room_temperature,10,6.5,good,10,Pomegranate,2,Fruits
32.7,86.3,room_temperature,12,19.8,average,8,Pomegranate,2,Fruits
22.1,74.5,cold_storage,10,23.6,average,4,Pomegranate,2,Fruits
28.4,63.9,room_temperature,14,23.1,average,2,Pomegranate,2,Fruits
34.3,68.1,room_temperature,9,22.3,poor,7,Pomegranate,2,Fruits
23.4,71.6,room_temperature,14,10.0,average,6,Pomegranate,2,Fruits
22.5,76.5,cold_storage,10,9.4,good,4,Pomegranate,1,Fruits
28.7,69.3,room_temperature,1,19.8,average,9,Pomegranate,2,Fruits
31.4,72.9,cold_storage,4,11.0,poor,9,Pomegranate,2,Fruits
26.9,76.2,room_temperature,8,24.3,poor,1,Pomegranate,2,Fruits
35.4,63.3,cold_storage,8,16.1,average,1,Pomegranate,2,Fruits
27.2,77.4,room_temperature,10,24.9,average,2,Pomegranate,2,Fruits
23.3,81.6,open_air,1,18.8,poor,10,Pomegranate,2,Fruits
26.2,69.4,room_temperature,2,3.5,average,12,Pomegranate,2,Fruits
24.8,83.1,open_air,13,21.8,average,6,Pomegranate,2,Fruits
22.1,58.7,cold_storage,7,8.4,poor,10,Pomegranate,2,Fruits
21.0,75.9,room_temperature,1,20.9,poor,7,Pomegranate,2,Fruits
25.9,62.0,room_temperature,5,24.9,average,10,Pomegranate,2,Fruits
31.0,81.6,room_temperature,14,9.8,average,2,Pomegranate,2,Fruits
32.2,64.5,open_air,5,5.0,average,3,Pomegranate,2,Fruits
30.1,88.8,room_temperature,7,18.4,poor,4,Pomegranate,2,Fruits
22.5,55.2,open_air,9,16.3,good,5,Pomegranate,2,Fruits
24.5,84.0,room_temperature,12,5.4,good,4,Chikoo,2,Fruits
30.8,68.4,room_temperature,4,18.6,average,4,Chikoo,2,Fruits
22.0,80.5,cold_storage,4,19.4,average,11,Chikoo,1,Fruits
22.0,79.9,open_air,7,14.0,poor,5,Chikoo,2,Fruits
31.0,59.4,open_air,14,23.5,average,6,Chikoo,2,Fruits
25.7,63.3,room_temperature,2,15.4,poor,1,Chikoo,2,Fruits
26.3,71.2,cold_storage,11,8.3,average,3,Chikoo,2,Fruits
35.4,87.0,cold_storage,13,3.2,good,2,Chikoo,2,Fruits
21.4,87.6,cold_storage,8,7.0,average,5,Chikoo,1,Fruits
36.8,71.9,cold_storage,5,3.9,average,3,Chikoo,2,Fruits
28.9,56.0,cold_storage,4,16.1,poor,3,Chikoo,2,Fruits
24.5,84.3,open_air,2,14.7,average,9,Chikoo,2,Fruits
30.6,81.9,cold_storage,6,19.6,good,8,Chikoo,2,Fruits
35.0,62.3,open_air,6,7.1,poor,4,Chikoo,2,Fruits
25.0,63.0,cold_storage,12,4.4,average,1,Chikoo,1,Fruits
26.6,86.8,open_air,5,8.0,good,7,Chikoo,2,Fruits
33.6,69.0,room_temperature,9,12.6,poor,1,Chikoo,2,Fruits
22.7,74.6,open_air,3,12.6,average,6,Chikoo,2,Fruits
32.0,75.5,open_air,10,3.1,average,3,Chikoo,2,Fruits
36.8,68.5,room_temperature,6,8.1,average,11,Chikoo,2,Fruits
22.9,68.8,room_temperature,12,5.6,average,5,Chikoo,2,Fruits
23.0,59.7,room_temperature,4,17.8,average,10,Chikoo,2,Fruits
34.3,85.2,open_air,11,11.2,poor,8,Chikoo,2,Fruits
23.8,71.4,cold_storage,5,10.8,average,3,Chikoo,1,Fruits
33.9,64.2,room_temperature,6,4.9,average,8,Chikoo,2,Fruits
23.9,83.5,room_temperature,8,22.9,poor,2,Chikoo,2,Fruits
23.2,60.3,cold_storage,14,15.8,average,2,Chikoo,2,Fruits
31.5,68.8,cold_storage,1,8.3,poor,8,Chikoo,2,Fruits
28.1,66.4,room_temperature,9,12.8,poor,6,Chikoo,2,Fruits
29.2,79.5,room_temperature,8,16.6,poor,3,Chikoo,2,Fruits
37.0,75.6,open_air,10,4.8,average,3,Chikoo,2,Fruits
32.4,78.6,cold_storage,5,17.9,poor,1,Chikoo,2,Fruits
20.8,58.0,cold_storage,7,24.0,average,10,Chikoo,2,Fruits
34.6,63.8,cold_storage,9,11.3,poor,8,Chikoo,2,Fruits
33.1,55.2,room_temperature,14,18.5,poor,3,Chikoo,2,Fruits
26.6,80.7,cold_storage,2,12.9,good,9,Chikoo,1,Fruits
31.7,82.7,open_air,10,7.8,average,7,Chikoo,2,Fruits
27.7,83.7,cold_storage,5,15.8,good,2,Chikoo,1,Fruits
33.8,78.9,room_temperature,8,21.2,average,2,Chikoo,2,Fruits
24.9,85.1,cold_storage,2,17.7,average,7,Chikoo,2,Fruits
26.5,69.2,open_air,7,9.8,average,3,Chikoo,2,Fruits
23.9,57.5,cold_storage,14,7.7,average,1,Chikoo,2,Fruits
35.0,76.4,cold_storage,2,19.0,poor,2,Chikoo,2,Fruits
34.5,56.1,cold_storage,11,21.9,good,6,Chikoo,2,Fruits
24.6,77.0,room_temperature,3,11.1,good,10,Chikoo,2,Fruits
27.6,62.0,room_temperature,1,19.7,average,12,Chikoo,2,Fruits
20.5,76.7,room_temperature,3,15.7,average,3,Chikoo,2,Fruits
33.8,77.2,room_temperature,11,5.5,average,9,Chikoo,2,Fruits
33.6,68.5,room_temperature,12,4.8,average,11,Chikoo,2,Fruits
34.8,75.4,room_temperature,6,11.0,good,3,Chikoo,2,Fruits
31.2,63.5,room_temperature,14,4.3,average,9,Chikoo,2,Fruits
32.1,68.8,room_temperature,4,22.4,poor,6,Chikoo,2,Fruits
36.4,73.5,room_temperature,12,6.2,good,9,Chikoo,2,Fruits
28.7,72.2,room_temperature,8,18.9,good,4,Chikoo,2,Fruits
22.5,88.8,room_temperature,6,15.1,good,3,Chikoo,2,Fruits
36.3,76.6,room_temperature,11,12.6,average,10,Chikoo,2,Fruits
30.9,87.4,open_air,6,5.3,average,10,Chikoo,2,Fruits
25.9,83.5,cold_storage,3,14.4,average,7,Chikoo,2,Fruits
30.0,74.0,room_temperature,8,17.5,poor,3,Chikoo,2,Fruits
24.2,78.3,room_temperature,6,6.3,average,12,Chikoo,2,Fruits
22.5,65.9,room_temperature,7,3.4,average,4,Chikoo,2,Fruits
36.9,66.7,cold_storage,5,22.5,average,7,Chikoo,2,Fruits
25.3,60.2,open_air,4,9.9,poor,3,Chikoo,2,Fruits
33.0,67.5,cold_storage,11,21.1,good,5,Chikoo,2,Fruits
29.9,79.6,cold_storage,2,13.4,average,1,Chikoo,1,Fruits
31.2,80.2,cold_storage,2,11.2,average,9,Chikoo,2,Fruits
34.3,90.0,open_air,4,19.8,poor,10,Chikoo,2,Fruits
23.0,81.4,open_air,8,22.5,average,3,Chikoo,2,Fruits
29.6,86.7,open_air,1,5.5,poor,5,Chikoo,2,Fruits
31.4,82.8,room_temperature,14,23.2,poor,8,Chikoo,2,Fruits
29.8,79.8,cold_storage,8,10.9,average,4,Chikoo,2,Fruits
28.5,88.5,room_temperature,5,17.2,average,2,Chikoo,2,Fruits
32.2,88.2,open_air,13,16.5,poor,6,Chikoo,2,Fruits
22.6,55.7,cold_storage,12,8.2,average,12,Chikoo,1,Fruits
22.2,79.5,open_air,3,14.0,average,10,Chikoo,2,Fruits
25.3,84.8,room_temperature,11,6.2,average,4,Chikoo,2,Fruits
28.7,59.1,open_air,6,16.5,poor,9,Chikoo,2,Fruits
35.7,79.4,open_air,8,20.4,good,5,Chikoo,2,Fruits
23.0,70.9,open_air,1,10.8,poor,10,Chikoo,2,Fruits
23.7,69.8,room_temperature,9,12.8,good,6,Chikoo,2,Fruits
29.7,74.9,room_temperature,8,23.0,average,2,Chikoo,2,Fruits
24.2,87.0,room_temperature,13,13.6,good,6,Chikoo,2,Fruits
26.2,57.2,cold_storage,2,7.7,poor,12,Chikoo,1,Fruits
20.8,67.3,cold_storage,4,19.3,poor,4,Chikoo,2,Fruits
36.8,64.3,cold_storage,14,17.3,average,1,Chikoo,2,Fruits
32.4,61.0,cold_storage,12,4.7,poor,11,Chikoo,2,Fruits
34.4,71.1,room_temperature,10,19.3,average,7,Chikoo,2,Fruits
28.1,66.8,room_temperature,13,17.9,good,1,Chikoo,2,Fruits
35.3,89.8,room_temperature,10,4.9,good,9,Chikoo,2,Fruits
21.7,64.3,room_temperature,8,16.9,average,9,Chikoo,2,Fruits
23.3,57.7,room_temperature,3,4.4,good,1,Chikoo,1,Fruits
36.1,84.3,cold_storage,13,3.8,good,8,Chikoo,2,Fruits
25.2,59.6,room_temperature,1,18.9,average,10,Chikoo,2,Fruits
29.2,65.8,cold_storage,13,12.2,average,3,Chikoo,2,Fruits
34.6,81.4,room_temperature,2,23.5,poor,3,Chikoo,2,Fruits
22.4,66.1,cold_storage,8,15.4,poor,7,Chikoo,2,Fruits
25.4,69.8,open_air,4,8.9,average,10,Chikoo,2,Fruits
23.2,68.5,cold_storage,6,22.1,good,4,Chikoo,1,Fruits
22.6,81.3,room_temperature,1,19.1,good,3,Chikoo,2,Fruits
36.2,63.5,cold_storage,7,12.6,poor,9,Chikoo,2,Fruits
24.8,72.7,room_temperature,14,3.4,average,2,Chikoo,2,Fruits
32.9,56.2,cold_storage,4,8.9,good,2,Chikoo,1,Fruits
20.6,83.5,cold_storage,14,10.1,poor,2,Chikoo,2,Fruits
33.2,55.3,room_temperature,5,17.5,good,2,Chikoo,2,Fruits
23.4,67.5,cold_storage,2,3.8,good,7,Chikoo,1,Fruits
34.9,84.9,cold_storage,1,9.3,average,11,Chikoo,2,Fruits
34.7,87.3,cold_storage,10,6.0,average,5,Chikoo,2,Fruits
34.5,86.2,cold_storage,10,21.2,good,6,Chikoo,2,Fruits
22.1,89.1,room_temperature,11,3.1,average,4,Chikoo,2,Fruits
35.0,70.3,cold_storage,4,3.9,poor,2,Chikoo,2,Fruits
34.8,69.2,room_temperature,7,16.8,average,8,Chikoo,2,Fruits
32.4,55.3,room_temperature,11,14.2,average,9,Chikoo,2,Fruits
23.2,75.5,cold_storage,3,22.9,average,2,Chikoo,1,Fruits
25.2,55.1,room_temperature,1,23.5,average,7,Chikoo,2,Fruits
31.9,77.4,cold_storage,4,10.2,poor,2,Chikoo,2,Fruits
31.8,84.8,room_temperature,8,21.0,average,12,Chikoo,2,Fruits
26.9,78.4,room_temperature,14,6.9,average,12,Chikoo,2,Fruits
24.2,81.1,room_temperature,4,20.9,average,10,Chikoo,2,Fruits
34.7,57.3,cold_storage,3,15.9,poor,9,Chikoo,2,Fruits
35.6,55.6,open_air,4,14.2,poor,4,Chikoo,2,Fruits
35.1,65.6,open_air,8,18.7,average,9,Chikoo,2,Fruits
20.6,76.3,cold_storage,14,17.1,good,4,Chikoo,1,Fruits
20.7,86.4,room_temperature,11,12.9,average,10,Chikoo,2,Fruits
35.9,62.1,open_air,14,24.3,good,7,Chikoo,2,Fruits
20.3,60.2,open_air,2,9.9,good,11,Chikoo,2,Fruits
27.6,79.8,room_temperature,10,10.7,average,1,Chikoo,2,Fruits
33.0,77.4,room_temperature,11,17.6,good,11,Chikoo,2,Fruits
22.7,64.7,room_temperature,7,24.6,poor,6,Chikoo,2,Fruits
34.8,76.6,cold_storage,3,11.6,average,6,Chikoo,2,Fruits
20.9,61.9,room_temperature,6,12.4,average,7,Chikoo,2,Fruits
21.7,82.0,room_temperature,3,7.7,good,5,Chikoo,1,Fruits
22.1,82.4,room_temperature,4,19.4,average,10,Chikoo,2,Fruits
25.8,81.4,room_temperature,11,16.5,average,7,Chikoo,2,Fruits
22.3,67.7,room_temperature,14,23.7,average,7,Chikoo,2,Fruits
23.4,55.3,cold_storage,12,10.1,average,2,Chikoo,1,Fruits
25.8,68.9,room_temperature,3,9.5,poor,4,Chikoo,2,Fruits
32.0,85.3,room_temperature,10,5.2,average,1,Chikoo,2,Fruits
29.0,63.2,open_air,7,24.7,average,11,Chikoo,2,Fruits
27.4,72.8,room_temperature,6,9.7,average,3,Chikoo,2,Fruits
28.8,68.1,room_temperature,2,5.0,poor,8,Chikoo,2,Fruits
28.2,56.7,cold_storage,10,5.7,average,11,Chikoo,1,Fruits
21.5,55.6,room_temperature,2,20.8,average,4,Chikoo,2,Fruits
32.9,62.0,cold_storage,13,4.3,poor,11,Chikoo,2,Fruits
31.0,83.4,room_temperature,10,20.6,average,8,Chikoo,2,Fruits
30.3,76.4,cold_storage,7,13.7,good,2,Chikoo,1,Fruits
35.4,55.3,cold_storage,5,19.3,good,5,Chikoo,2,Fruits
24.9,80.6,room_temperature,2,15.2,good,4,Chikoo,2,Fruits
32.6,58.2,cold_storage,4,14.7,average,11,Chikoo,2,Fruits
34.6,70.8,room_temperature,3,9.2,good,1,Chikoo,2,Fruits
36.4,89.3,open_air,8,18.0,good,7,Chikoo,2,Fruits
27.1,67.5,open_air,4,7.8,poor,6,Chikoo,2,Fruits
28.9,83.7,room_temperature,3,20.0,average,7,Chikoo,2,Fruits
24.0,61.6,room_temperature,5,5.0,poor,1,Chikoo,2,Fruits
31.1,68.3,cold_storage,1,10.3,average,7,Chikoo,2,Fruits
31.3,76.5,open_air,6,17.7,poor,9,Chikoo,2,Fruits
23.8,79.3,open_air,5,11.1,good,1,Chikoo,2,Fruits
26.7,59.5,room_temperature,3,16.1,poor,7,Chikoo,2,Fruits
32.5,55.4,room_temperature,2,19.6,average,7,Chikoo,2,Fruits
36.2,74.3,room_temperature,14,9.2,good,2,Chikoo,2,Fruits
26.2,59.9,room_temperature,10,9.1,average,3,Chikoo,2,Fruits
25.8,68.8,cold_storage,9,13.9,average,12,Chikoo,2,Fruits
28.5,89.1,room_temperature,7,24.3,poor,3,Chikoo,2,Fruits
30.8,76.8,room_temperature,5,18.0,average,9,Chikoo,2,Fruits
33.7,83.7,room_temperature,7,15.3,average,11,Pineapple,2,Fruits
34.8,65.3,open_air,8,19.8,average,4,Pineapple,2,Fruits
25.1,78.0,cold_storage,9,12.6,average,12,Pineapple,2,Fruits
24.3,71.1,room_temperature,1,17.4,average,4,Pineapple,2,Fruits
20.3,87.3,open_air,12,12.9,good,3,Pineapple,2,Fruits
28.7,84.3,cold_storage,1,21.8,average,10,Pineapple,2,Fruits
31.8,88.5,room_temperature,7,16.9,good,9,Pineapple,2,Fruits
24.0,68.2,cold_storage,10,22.3,average,3,Pineapple,2,Fruits
33.6,89.4,room_temperature,7,8.6,good,9,Pineapple,2,Fruits
26.3,65.0,room_temperature,1,9.8,average,6,Pineapple,2,Fruits
23.7,65.0,room_temperature,13,16.7,average,12,Pineapple,2,Fruits
35.7,61.0,room_temperature,3,7.6,average,6,Pineapple,2,Fruits
27.6,74.0,cold_storage,10,20.9,average,2,Pineapple,2,Fruits
36.9,69.5,room_temperature,7,19.8,average,4,Pineapple,2,Fruits
34.2,70.1,open_air,2,23.3,poor,5,Pineapple,2,Fruits
32.0,88.8,cold_storage,14,7.2,good,12,Pineapple,2,Fruits
20.9,60.8,cold_storage,5,6.6,good,5,Pineapple,0,Fruits
33.8,69.2,room_temperature,3,7.8,average,9,Pineapple,2,Fruits
22.1,87.0,room_temperature,2,8.9,good,2,Pineapple,1,Fruits
31.4,57.5,open_air,7,14.6,average,11,Pineapple,2,Fruits
26.9,67.9,room_temperature,13,14.8,good,12,Pineapple,2,Fruits
28.4,61.7,room_temperature,8,3.7,average,8,Pineapple,2,Fruits
21.4,73.0,open_air,11,6.3,poor,5,Pineapple,2,Fruits
31.9,63.8,room_temperature,10,17.7,poor,3,Pineapple,2,Fruits
24.6,64.7,open_air,12,6.8,average,5,Pineapple,2,Fruits
33.5,89.4,open_air,2,18.6,good,5,Pineapple,2,Fruits
31.6,57.2,room_temperature,12,17.8,average,2,Pineapple,2,Fruits
24.2,88.5,cold_storage,9,9.8,average,6,Pineapple,2,Fruits
25.4,61.4,room_temperature,13,24.6,poor,11,Pineapple,2,Fruits
33.1,83.3,cold_storage,9,8.4,poor,6,Pineapple,2,Fruits
29.3,63.4,room_temperature,13,10.3,average,10,Pineapple,2,Fruits
31.2,74.6,cold_storage,11,8.7,average,8,Pineapple,2,Fruits
30.6,75.4,room_temperature,2,13.0,average,8,Pineapple,2,Fruits
28.7,87.5,room_temperature,14,22.5,poor,6,Pineapple,2,Fruits
20.6,64.6,room_temperature,6,9.2,good,5,Pineapple,1,Fruits
30.0,75.9,cold_storage,3,21.8,average,11,Pineapple,1,Fruits
35.9,74.2,room_temperature,12,3.4,good,9,Pineapple,2,Fruits
22.6,87.2,room_temperature,13,4.1,average,11,Pineapple,2,Fruits
23.8,66.0,room_temperature,10,13.5,average,2,Pineapple,2,Fruits
34.0,70.8,cold_storage,12,13.0,average,12,Pineapple,2,Fruits
21.9,55.9,cold_storage,12,22.1,average,8,Pineapple,2,Fruits
33.9,73.6,room_temperature,12,23.2,average,1,Pineapple,2,Fruits
33.2,86.6,room_temperature,8,9.1,average,10,Pineapple,2,Fruits
35.9,63.1,open_air,5,8.9,poor,12,Pineapple,2,Fruits
32.9,80.2,room_temperature,12,22.6,average,6,Pineapple,2,Fruits
22.0,57.1,room_temperature,11,15.0,poor,11,Pineapple,2,Fruits
29.5,87.8,open_air,9,4.1,good,2,Pineapple,2,Fruits
32.6,72.0,room_temperature,7,7.8,good,10,Pineapple,2,Fruits
29.6,83.3,cold_storage,1,3.5,poor,4,Pineapple,2,Fruits
31.0,70.2,room_temperature,4,15.5,average,2,Pineapple,2,Fruits
31.6,88.5,cold_storage,10,14.2,average,2,Pineapple,2,Fruits
23.6,69.5,room_temperature,6,8.7,poor,6,Pineapple,2,Fruits
31.2,64.4,cold_storage,11,7.0,poor,7,Pineapple,2,Fruits
26.2,89.9,room_temperature,8,7.6,good,5,Pineapple,2,Fruits
35.0,67.6,open_air,7,13.3,poor,11,Pineapple,2,Fruits
28.8,75.1,cold_storage,2,17.3,average,5,Pineapple,1,Fruits
22.9,71.4,room_temperature,1,7.8,poor,4,Pineapple,2,Fruits
28.4,68.6,open_air,5,18.5,good,12,Pineapple,2,Fruits
26.6,63.6,cold_storage,11,4.9,average,3,Pineapple,2,Fruits
33.3,83.2,room_temperature,10,19.5,average,9,Pineapple,2,Fruits
36.8,89.7,room_temperature,1,10.4,poor,7,Pineapple,2,Fruits
25.1,77.8,room_temperature,12,10.3,poor,8,Pineapple,2,Fruits
25.8,64.9,room_temperature,9,17.2,good,2,Pineapple,2,Fruits
32.8,70.3,cold_storage,1,17.4,good,12,Pineapple,1,Fruits
33.6,88.9,room_temperature,10,13.1,good,3,Pineapple,2,Fruits
23.2,63.7,open_air,11,22.5,average,11,Pineapple,2,Fruits
20.2,77.9,open_air,6,7.2,average,11,Pineapple,2,Fruits
27.9,84.6,room_temperature,3,10.6,average,12,Pineapple,2,Fruits
22.5,62.5,room_temperature,9,17.5,average,8,Pineapple,2,Fruits
24.3,79.8,room_temperature,11,10.9,poor,5,Pineapple,2,Fruits
29.7,65.0,cold_storage,9,22.4,average,8,Pineapple,2,Fruits
29.6,77.5,cold_storage,2,7.4,average,5,Pineapple,1,Fruits
