Temperature,Humidity,Storage_Type,Days_Since_Harvest,Transport_Duration,Packaging_Quality,Month_num,Commodity_name,Spoilage_Risk,Commodity_Category
30.8,71.7,room_temperature,11,21.4,average,1,Chikoo,2,Fruits
22.8,73.3,room_temperature,14,4.6,good,5,Chikoo,2,Fruits
29.3,61.6,room_temperature,1,6.1,poor,11,Chikoo,2,Fruits
32.2,74.3,room_temperature,13,12.6,average,11,Chikoo,2,Fruits
30.4,83.3,room_temperature,6,16.3,poor,11,Chikoo,2,Fruits
29,71.7,cold_storage,7,22.1,average,8,Chikoo,2,Fruits
31.5,79.4,cold_storage,14,13.2,good,7,Chikoo,2,Fruits
23,86.7,room_temperature,4,15.5,good,9,Chikoo,2,Fruits
26,62.6,open_air,1,15.3,average,9,Chikoo,2,Fruits
33,85.3,room_temperature,7,7.3,poor,12,Chikoo,2,Fruits
23.5,71.4,open_air,9,13.4,average,3,Chikoo,2,Fruits
33.8,58.8,room_temperature,2,3.2,poor,10,Chikoo,2,Fruits
29.2,84.2,open_air,10,11.4,poor,3,Chikoo,2,Fruits
21.2,82.2,open_air,1,12.5,good,8,Chikoo,2,Fruits
29.4,70.3,room_temperature,11,3.1,average,6,Chikoo,2,Fruits
33.7,78.3,open_air,1,16.4,average,8,Chikoo,2,Fruits
20.3,71.3,cold_storage,9,4.6,good,6,Chikoo,0,Fruits
27.9,83.7,room_temperature,10,19.7,average,5,Chikoo,2,Fruits
35,87.8,open_air,7,7.9,average,11,Chikoo,2,Fruits
33.9,71.1,room_temperature,3,17.9,good,6,Chikoo,2,Fruits
36.4,75.8,room_temperature,8,10,poor,3,Chikoo,2,Fruits
26.3,65.9,open_air,11,14.9,average,7,Chikoo,2,Fruits
35.3,62,room_temperature,6,25,poor,7,Chikoo,2,Fruits
28.7,69.5,cold_storage,1,16,poor,4,Chikoo,2,Fruits
24,72.5,room_temperature,2,13.4,average,6,Chikoo,2,Fruits
29.9,58.9,open_air,13,15.7,average,6,Chikoo,2,Fruits
32,74.4,cold_storage,13,19.7,good,9,Chikoo,2,Fruits
35.3,73.7,cold_storage,9,6.6,average,10,Chikoo,2,Fruits
21.4,75.7,open_air,11,13.6,poor,7,Chikoo,2,Fruits
32.6,63.1,open_air,3,5.1,average,12,Chikoo,2,Fruits
28.3,60.9,room_temperature,8,18.6,poor,6,Chikoo,2,Fruits
35.2,57.9,open_air,5,5.1,average,5,Chikoo,2,Fruits
34,70.8,room_temperature,1,12.8,average,2,Chikoo,2,Fruits
33.9,81.5,room_temperature,10,20.4,average,7,Chikoo,2,Fruits
32.1,76.6,cold_storage,9,22.7,average,5,Chikoo,2,Fruits
27.4,78.2,room_temperature,8,7.7,average,2,Chikoo,2,Fruits
33.8,71.8,room_temperature,10,18.1,good,10,Chikoo,2,Fruits
36,74.4,cold_storage,7,21.8,average,4,Chikoo,2,Fruits
36.3,82.9,cold_storage,7,20.6,average,11,Chikoo,2,Fruits
26.9,76.5,cold_storage,3,15,average,8,Chikoo,2,Fruits
28.3,63,cold_storage,8,5.1,good,11,Chikoo,1,Fruits
27,81.7,cold_storage,2,15.4,good,10,Chikoo,1,Fruits
27.7,71.4,room_temperature,14,23.2,average,1,Chikoo,2,Fruits
30.5,69.2,room_temperature,2,6.1,average,4,Chikoo,2,Fruits
20.3,62.2,room_temperature,12,9.9,poor,7,Chikoo,2,Fruits
35.6,82.4,cold_storage,13,19.3,poor,4,Chikoo,2,Fruits
32.2,87.9,room_temperature,1,12.1,average,5,Chikoo,2,Fruits
32.7,76.5,cold_storage,7,14.7,average,11,Chikoo,2,Fruits
30.5,77.8,room_temperature,3,20.7,average,8,Chikoo,2,Fruits
26.6,88,room_temperature,7,23.8,average,8,Chikoo,2,Fruits
27.8,72.4,room_temperature,2,24.4,good,9,Chikoo,2,Fruits
27.7,88.8,room_temperature,9,18.5,average,9,Chikoo,2,Fruits
21.4,72.5,room_temperature,3,17,average,2,Chikoo,2,Fruits
20,61.2,room_temperature,4,16.8,average,1,Chikoo,2,Fruits
21.5,84.9,cold_storage,11,23,average,1,Chikoo,2,Fruits
27.2,86.9,open_air,13,17.5,average,9,Chikoo,2,Fruits
27.1,60.3,room_temperature,8,20.4,good,8,Chikoo,2,Fruits
25.4,67.2,room_temperature,6,21.5,poor,1,Chikoo,2,Fruits
22.2,87.8,room_temperature,13,6.8,poor,9,Chikoo,2,Fruits
22.8,75,room_temperature,4,18.8,poor,7,Chikoo,2,Fruits
22.5,78.2,room_temperature,3,8.4,average,10,Chikoo,2,Fruits
28.6,85.5,room_temperature,8,18.8,poor,10,Chikoo,2,Fruits
22.4,55.4,room_temperature,11,13.1,average,4,Chikoo,2,Fruits
31,76.3,open_air,11,5.1,average,11,Chikoo,2,Fruits
22.2,65.6,room_temperature,6,15.8,average,9,Chikoo,2,Fruits
31,89.5,cold_storage,1,13.5,poor,10,Chikoo,2,Fruits
27.6,64.2,room_temperature,14,19.3,poor,11,Chikoo,2,Fruits
33.6,78.6,cold_storage,9,23.6,poor,5,Chikoo,2,Fruits
26.6,64.3,room_temperature,5,4.6,average,6,Chikoo,2,Fruits
28,77.7,cold_storage,13,9.1,average,2,Chikoo,2,Fruits
20.8,75,cold_storage,8,11.9,average,2,Chikoo,1,Fruits
27.2,83.9,cold_storage,8,3.5,average,6,Chikoo,2,Fruits
28.4,85.1,room_temperature,4,17.4,average,12,Chikoo,2,Fruits
33.2,86.3,cold_storage,13,4.2,average,2,Chikoo,2,Fruits
27,57.6,room_temperature,8,19.3,average,11,Chikoo,2,Fruits
35,67.8,room_temperature,6,10.7,average,8,Chikoo,2,Fruits
23.2,58.2,room_temperature,13,17.9,average,4,Chikoo,2,Fruits
20.6,82,cold_storage,13,7.2,good,12,Chikoo,1,Fruits
30.4,63.6,room_temperature,8,18.2,average,8,Chikoo,2,Fruits
29.8,55.4,cold_storage,6,24.1,average,6,Chikoo,2,Fruits
20.3,74,room_temperature,3,6.9,average,1,Chikoo,1,Fruits
28.4,58.4,room_temperature,5,7.4,average,4,Chikoo,2,Fruits
27.7,55.7,room_temperature,5,9.6,poor,12,Chikoo,2,Fruits
26.4,73.4,cold_storage,6,20.1,good,9,Chikoo,2,Fruits
31.4,79.3,cold_storage,1,22.9,average,7,Chikoo,2,Fruits
28.8,64.5,open_air,10,10.1,average,6,Chikoo,2,Fruits
26.6,70.9,open_air,7,5.5,good,10,Chikoo,2,Fruits
20.6,68.2,room_temperature,6,11.5,poor,5,Chikoo,2,Fruits
24.1,58.5,cold_storage,10,16.1,poor,4,Chikoo,2,Fruits
28.9,72.3,room_temperature,3,14.1,average,9,Chikoo,2,Fruits
34.4,56.4,cold_storage,11,3.8,average,5,Chikoo,2,Fruits
20.9,56.8,room_temperature,11,19.4,average,9,Chikoo,2,Fruits
35.8,69.2,room_temperature,7,9.7,poor,8,Chikoo,2,Fruits
27.9,69.1,room_temperature,14,23.3,average,1,Chikoo,2,Fruits
28.8,63.9,room_temperature,13,6.8,poor,3,Chikoo,2,Fruits
32.2,88.9,open_air,9,8.9,average,7,Chikoo,2,Fruits
22.7,69.8,cold_storage,6,12.7,average,1,Chikoo,1,Fruits
29.5,64.5,room_temperature,11,12.1,average,12,Chikoo,2,Fruits
22.5,80.8,room_temperature,7,24.6,average,9,Chikoo,2,Fruits
29.5,86.5,open_air,7,10.2,average,1,Chikoo,2,Fruits
32.9,72.8,cold_storage,8,12.3,poor,7,Chikoo,2,Fruits
35.6,72.2,cold_storage,9,23.9,good,9,Chikoo,2,Fruits
32,74.5,cold_storage,4,8.9,average,9,Chikoo,2,Fruits
32.2,64.9,open_air,12,11.4,average,2,Chikoo,2,Fruits
20,77.4,room_temperature,13,9.8,poor,4,Chikoo,2,Fruits
29.7,79.6,room_temperature,8,8.3,good,1,Chikoo,2,Fruits
30.6,78.1,open_air,10,12.3,average,7,Chikoo,2,Fruits
26.8,59.6,room_temperature,1,15.2,average,11,Chikoo,2,Fruits
33.7,64.1,open_air,13,8.1,average,10,Chikoo,2,Fruits
20.2,89.7,cold_storage,8,12.8,poor,2,Chikoo,2,Fruits
33.8,63.9,cold_storage,14,21,good,11,Chikoo,2,Fruits
26.1,72.7,cold_storage,3,20.8,average,8,Chikoo,2,Fruits
29.2,89,open_air,9,20.8,average,12,Chikoo,2,Fruits
33.3,72.1,room_temperature,8,12.1,good,4,Chikoo,2,Fruits
35.4,55.5,cold_storage,5,14.1,average,7,Chikoo,2,Fruits
22.3,77.6,cold_storage,11,4.7,average,8,Chikoo,2,Fruits
34,63.6,cold_storage,3,22.7,good,11,Chikoo,2,Fruits
27.3,74.2,cold_storage,10,23.7,average,6,Chikoo,2,Fruits
20.2,89,cold_storage,4,24.5,average,10,Chikoo,2,Fruits
34,87.5,cold_storage,14,12.9,good,10,Chikoo,2,Fruits
25.3,55.3,room_temperature,3,19.8,good,5,Chikoo,2,Fruits
28.6,89.1,open_air,8,3.9,poor,11,Chikoo,2,Fruits
23.9,83.1,room_temperature,12,8.5,good,4,Chikoo,2,Fruits
27.9,66.9,cold_storage,8,3.4,average,8,Chikoo,2,Fruits
26.1,68.3,room_temperature,8,7,good,9,Chikoo,2,Fruits
26,79.2,room_temperature,13,8,poor,5,Chikoo,2,Fruits
32.5,62.1,room_temperature,13,19.9,good,4,Chikoo,2,Fruits
30.6,79.6,room_temperature,3,5.3,poor,6,Chikoo,2,Fruits
33.5,78.9,open_air,13,13.9,poor,3,Chikoo,2,Fruits
25.3,67.1,cold_storage,9,5.3,poor,1,Chikoo,2,Fruits
25.1,64.2,room_temperature,13,21.7,good,9,Chikoo,2,Fruits
28.3,72.2,cold_storage,4,16.5,average,4,Chikoo,1,Fruits
26,77.4,open_air,3,9.3,good,9,Chikoo,2,Fruits
34.7,62.8,open_air,1,7.4,average,4,Chikoo,2,Fruits
31,79.1,room_temperature,10,11,average,6,Chikoo,2,Fruits
32.6,87,open_air,4,16.9,average,2,Chikoo,2,Fruits
33.4,56.7,open_air,10,23.8,average,12,Chikoo,2,Fruits
21,56.5,room_temperature,10,23.1,good,8,Chikoo,2,Fruits
20.1,68.1,room_temperature,13,18.9,average,3,Chikoo,2,Fruits
36.6,80.3,room_temperature,3,10.2,good,7,Chikoo,2,Fruits
25,62.2,room_temperature,8,18,average,2,Chikoo,2,Fruits
28.4,61.8,open_air,4,9,good,3,Chikoo,2,Fruits
23.4,58.2,room_temperature,5,21.8,poor,11,Chikoo,2,Fruits
21.2,89.9,room_temperature,14,9,poor,12,Chikoo,2,Fruits
28.3,78.6,room_temperature,10,17.7,average,10,Chikoo,2,Fruits
31.2,60.4,open_air,3,23.2,average,7,Chikoo,2,Fruits
31.1,56.8,cold_storage,2,14.6,poor,3,Chikoo,2,Fruits
28.3,65.4,room_temperature,5,5.3,average,5,Chikoo,2,Fruits
30.4,66.6,room_temperature,14,16.8,good,1,Chikoo,2,Fruits
29.2,89.1,cold_storage,6,18.6,poor,9,Chikoo,2,Fruits
22.8,75.5,cold_storage,7,10.1,poor,6,Chikoo,2,Fruits
24.1,80.1,open_air,14,11.7,average,12,Chikoo,2,Fruits
28.7,57.3,cold_storage,8,23.6,average,1,Chikoo,2,Fruits
30.4,85.7,open_air,2,21.6,average,5,Chikoo,2,Fruits
36.2,60.8,room_temperature,13,10.1,average,2,Chikoo,2,Fruits
26.1,89.7,cold_storage,3,21.3,poor,7,Chikoo,2,Fruits
36.6,56.9,cold_storage,7,6.1,good,9,Chikoo,2,Fruits
22.8,58.8,room_temperature,5,23.4,average,12,Chikoo,2,Fruits
28.4,64.4,room_temperature,1,13.5,average,9,Chikoo,2,Fruits
27.4,68.2,cold_storage,10,3.5,poor,10,Chikoo,2,Fruits
36.5,82.7,cold_storage,6,17.4,average,8,Chikoo,2,Fruits
34.6,65.9,cold_storage,7,17.1,poor,4,Chikoo,2,Fruits
36.3,55.5,room_temperature,11,24.8,average,5,Chikoo,2,Fruits
30.1,88,open_air,1,17.9,average,1,Chikoo,2,Fruits
20.3,69.9,room_temperature,2,11.2,poor,3,Chikoo,2,Fruits
34.9,66.5,open_air,8,21.7,good,3,Chikoo,2,Fruits
36.7,78,room_temperature,13,14.1,average,4,Chikoo,2,Fruits
35.4,86,room_temperature,1,20.3,poor,8,Chikoo,2,Fruits
32.8,78.4,open_air,4,5,average,9,Chikoo,2,Fruits
24,86.4,open_air,11,10.9,average,5,Chikoo,2,Fruits
31.1,84.2,room_temperature,2,3.5,average,3,Chikoo,2,Fruits
29.8,56.4,room_temperature,1,22.6,average,2,Chikoo,2,Fruits
30.4,86.9,cold_storage,5,24.8,poor,6,Chikoo,2,Fruits
28.4,59.9,open_air,3,18.1,average,9,Chikoo,2,Fruits
28.6,87.9,cold_storage,9,8.3,good,8,Chikoo,2,Fruits
34.9,69.6,room_temperature,7,19.9,average,6,Chikoo,2,Fruits
34.4,60.4,room_temperature,5,7.1,average,1,Chikoo,2,Fruits
27.7,68.9,room_temperature,13,9.9,average,4,Chikoo,2,Fruits
31,76,open_air,7,10.3,average,12,Chikoo,2,Fruits
21.7,70.1,cold_storage,11,14.7,poor,7,Chikoo,2,Fruits
34.4,69.9,room_temperature,14,17.3,good,4,Chikoo,2,Fruits
22.5,75.5,open_air,7,21.5,good,6,Chikoo,2,Fruits
25,69.2,cold_storage,6,7.4,average,6,Chikoo,1,Fruits
31.5,77.7,room_temperature,4,16.9,average,2,Chikoo,2,Fruits
27.8,74.9,room_temperature,13,16.7,average,9,Chikoo,2,Fruits
30.5,62.9,cold_storage,9,12.4,poor,3,Chikoo,2,Fruits
26.7,68.7,room_temperature,7,23.2,poor,9,Chikoo,2,Fruits
31.2,65.8,room_temperature,10,20.2,average,5,Chikoo,2,Fruits
20.5,61.8,room_temperature,14,20.2,good,7,Chikoo,2,Fruits
31,66.8,cold_storage,3,9.5,poor,6,Chikoo,2,Fruits
35.9,70.3,room_temperature,9,12.5,average,10,Chikoo,2,Fruits
34.9,75.2,cold_storage,6,10.3,average,9,Chikoo,2,Fruits
34.8,86.3,open_air,10,21.9,average,6,Chikoo,2,Fruits
23.6,78.8,open_air,12,12.1,poor,6,Chikoo,2,Fruits
35.6,76.1,cold_storage,1,7.8,poor,3,Chikoo,2,Fruits
34.2,67.7,room_temperature,6,5.8,average,8,Chikoo,2,Fruits
37,60.4,room_temperature,10,19.8,poor,11,Chikoo,2,Fruits
31.6,56.3,room_temperature,5,17.9,average,3,Chikoo,2,Fruits
30.6,72.6,room_temperature,4,14.4,average,12,Chikoo,2,Fruits
24,77.7,room_temperature,5,20.3,average,4,Chikoo,2,Fruits
30.4,75.4,room_temperature,6,3.1,average,9,Chikoo,2,Fruits
21.1,62.5,room_temperature,12,3.1,average,12,Chikoo,2,Fruits
25,75.3,cold_storage,7,19.8,average,7,Chikoo,2,Fruits
28.8,65.4,room_temperature,11,8.7,average,3,Chikoo,2,Fruits
29.1,64.8,room_temperature,4,6.6,good,6,Chikoo,2,Fruits
26.4,63.5,cold_storage,3,17.7,average,1,Chikoo,1,Fruits
31.4,57,room_temperature,10,10.5,good,5,Chikoo,2,Fruits
24.5,77.2,cold_storage,6,22,poor,7,Chikoo,2,Fruits
30.4,57.1,room_temperature,12,3.7,poor,2,Chikoo,2,Fruits
26.8,65.8,room_temperature,1,3.1,good,11,Chikoo,1,Fruits
28.8,74.9,room_temperature,6,6.4,average,3,Chikoo,2,Fruits
32.4,68.1,room_temperature,4,9.8,average,6,Chikoo,2,Fruits
27.5,81.3,open_air,4,8.6,poor,12,Chikoo,2,Fruits
27.5,66.7,open_air,6,6.4,average,10,Chikoo,2,Fruits
24.2,59.5,cold_storage,5,17.3,good,5,Chikoo,1,Fruits
29,82.3,cold_storage,10,15.8,poor,11,Chikoo,2,Fruits
32.7,87.5,room_temperature,5,21.4,poor,3,Chikoo,2,Fruits
20.6,73.5,room_temperature,7,12.3,average,10,Chikoo,2,Fruits
22.2,72.5,open_air,11,5.9,average,7,Chikoo,2,Fruits
26.9,70.5,cold_storage,11,18.4,average,8,Chikoo,2,Fruits
25.5,87.9,room_temperature,10,20.1,average,3,Chikoo,2,Fruits
20.8,86,open_air,9,16.5,average,12,Chikoo,2,Fruits
21,82.8,open_air,12,6,average,12,Chikoo,2,Fruits
31.1,65.6,room_temperature,12,15.2,good,11,Chikoo,2,Fruits
31.9,89.5,cold_storage,1,6.6,poor,8,Chikoo,2,Fruits
36.5,79.2,room_temperature,1,22.4,poor,10,Chikoo,2,Fruits
24.2,77.9,open_air,9,18.1,good,1,Chikoo,2,Fruits
34,83.1,room_temperature,8,16.1,average,5,Chikoo,2,Fruits
29.6,80.1,cold_storage,13,24.1,average,8,Chikoo,2,Fruits
22.7,70.1,open_air,11,22.6,average,3,Chikoo,2,Fruits
29,69.1,open_air,2,12.2,average,2,Chikoo,2,Fruits
31.1,71.9,room_temperature,5,16.5,average,8,Chikoo,2,Fruits
35.9,88.6,room_temperature,10,18,average,12,Chikoo,2,Fruits
36.6,74.1,room_temperature,13,24.9,average,10,Chikoo,2,Fruits
35.6,75.2,cold_storage,7,22.8,good,11,Chikoo,2,Fruits
26.2,58.5,room_temperature,6,5.4,good,1,Chikoo,1,Fruits
24.8,78.2,cold_storage,9,7,good,1,Chikoo,1,Fruits
22.2,81.6,room_temperature,14,8.5,average,7,Chikoo,2,Fruits
35.1,74.7,room_temperature,11,5.4,average,8,Chikoo,2,Fruits
36.4,56.2,cold_storage,3,11,poor,2,Chikoo,2,Fruits
33.2,60.4,room_temperature,12,23.1,average,1,Chikoo,2,Fruits
28.9,85.9,room_temperature,13,10.4,average,10,Chikoo,2,Fruits
23.2,74.5,room_temperature,5,22.2,poor,4,Chikoo,2,Fruits
36.3,88.6,cold_storage,10,4.2,good,8,Chikoo,2,Fruits
21.5,68.3,room_temperature,6,12.4,average,8,Chikoo,2,Fruits
27.6,75.8,cold_storage,2,3.6,poor,8,Chikoo,2,Fruits
31.4,72.5,open_air,8,11.2,good,1,Chikoo,2,Fruits
20.8,56.2,room_temperature,9,24.9,average,1,Chikoo,2,Fruits
31,88.8,room_temperature,3,11.9,poor,10,Chikoo,2,Fruits
32.9,82.7,open_air,10,8.7,poor,10,Chikoo,2,Fruits
34.7,74.3,open_air,9,23.8,average,10,Chikoo,2,Fruits
35.7,57.2,room_temperature,3,16.5,average,10,Chikoo,2,Fruits
25.3,83.1,room_temperature,14,6.2,average,10,Chikoo,2,Fruits
20.7,78.2,room_temperature,9,21.4,good,8,Chikoo,2,Fruits
25.4,62.8,open_air,3,16.8,poor,12,Chikoo,2,Fruits
24.4,86.2,cold_storage,14,5.6,poor,9,Chikoo,2,Fruits
25.5,85.2,open_air,8,4.6,average,11,Pineapple,2,Fruits
25.6,86.6,open_air,14,10,poor,4,Pineapple,2,Fruits
24.6,85.6,room_temperature,2,18.9,poor,1,Pineapple,2,Fruits
35.9,62.6,open_air,9,24.5,good,10,Pineapple,2,Fruits
33.1,65.7,room_temperature,2,20.9,average,10,Pineapple,2,Fruits
22.8,66.6,cold_storage,6,7.8,average,11,Pineapple,1,Fruits
27.6,70.3,cold_storage,10,21.8,average,10,Pineapple,2,Fruits
22.7,68.9,open_air,1,13,average,1,Pineapple,2,Fruits
28.1,75.1,open_air,11,7.2,average,5,Pineapple,2,Fruits
25.5,75.1,cold_storage,11,4.8,good,10,Pineapple,2,Fruits
23.9,66.7,open_air,12,9.4,good,8,Pineapple,2,Fruits
21.2,59.2,cold_storage,7,21.8,average,8,Pineapple,2,Fruits
30.2,83.2,open_air,13,23.7,poor,9,Pineapple,2,Fruits
36.1,83.1,room_temperature,2,15.1,good,5,Pineapple,2,Fruits
21.7,57.2,room_temperature,10,19.1,average,6,Pineapple,2,Fruits
25.8,84.6,cold_storage,7,9.9,good,3,Pineapple,1,Fruits
26.7,65.8,cold_storage,3,6.8,good,3,Pineapple,0,Fruits
27.9,69.8,cold_storage,6,21.5,poor,4,Pineapple,2,Fruits
20.4,82.9,cold_storage,14,8.9,poor,1,Pineapple,2,Fruits
33,65.6,room_temperature,5,15.6,average,7,Pineapple,2,Fruits
33,81.4,room_temperature,9,4.7,average,4,Pineapple,2,Fruits
33.6,61.9,room_temperature,10,9.6,good,12,Pineapple,2,Fruits
25.8,86.8,open_air,12,24.3,average,7,Pineapple,2,Fruits
24,76.8,cold_storage,3,18.1,average,2,Pineapple,1,Fruits
27.2,65.5,room_temperature,9,13.3,poor,12,Pineapple,2,Fruits
31.3,67.5,open_air,2,13.7,average,5,Pineapple,2,Fruits
35.3,65.1,cold_storage,13,14.8,average,4,Pineapple,2,Fruits
20.5,82.5,room_temperature,11,20.8,poor,8,Pineapple,2,Fruits
22.8,85.7,open_air,7,8.3,average,12,Pineapple,2,Fruits
29.3,70.2,room_temperature,1,11.9,poor,9,Pineapple,2,Fruits
33.9,89.7,cold_storage,13,4.4,average,8,Pineapple,2,Fruits
21.7,59.7,room_temperature,7,17.6,good,2,Pineapple,2,Fruits
28.9,75.1,open_air,1,13.7,average,8,Pineapple,2,Fruits
22.8,65.5,cold_storage,4,5.9,average,10,Pineapple,1,Fruits
27.4,85.7,room_temperature,4,22.2,poor,12,Pineapple,2,Fruits
33.1,59.9,room_temperature,2,21.8,average,12,Pineapple,2,Fruits
33.7,65,room_temperature,5,5,poor,4,Pineapple,2,Fruits
35.9,55.9,room_temperature,1,12.2,average,6,Pineapple,2,Fruits
23.7,58.9,open_air,3,14.3,average,3,Pineapple,2,Fruits
28.4,78.9,room_temperature,13,7.2,poor,2,Pineapple,2,Fruits
25.4,67,room_temperature,9,15.9,poor,3,Pineapple,2,Fruits
29.5,70.5,cold_storage,11,3.4,average,12,Pineapple,1,Fruits
21.3,56.2,cold_storage,9,4.7,good,9,Pineapple,1,Fruits
20.6,77,cold_storage,11,20.4,good,6,Pineapple,1,Fruits
35.2,60.9,room_temperature,7,5.9,poor,3,Pineapple,2,Fruits
27.7,62.6,room_temperature,14,6.4,good,1,Pineapple,2,Fruits
27.8,82.8,open_air,6,9.8,average,1,Pineapple,2,Fruits
31.8,64.9,cold_storage,10,15.5,average,12,Pineapple,2,Fruits
31.2,84.5,room_temperature,5,4.1,poor,8,Pineapple,2,Fruits
28.5,74.7,room_temperature,10,6.6,good,12,Pineapple,2,Fruits
30.1,87.2,open_air,11,14.3,good,7,Pineapple,2,Fruits
31.5,69.5,open_air,5,22.8,good,11,Pineapple,2,Fruits
34.6,66.6,room_temperature,1,10.9,average,3,Pineapple,2,Fruits
25.4,86.8,open_air,1,9.6,good,6,Pineapple,2,Fruits
20.4,84.9,room_temperature,1,8.6,average,2,Pineapple,1,Fruits
21,68.3,cold_storage,4,11.5,good,11,Pineapple,0,Fruits
28.5,65.9,room_temperature,10,19.5,average,10,Pineapple,2,Fruits
24.7,63.1,room_temperature,12,19.4,average,10,Pineapple,2,Fruits
32.3,55.1,room_temperature,2,15.4,poor,3,Pineapple,2,Fruits
36.3,62.9,cold_storage,6,21.4,average,5,Pineapple,2,Fruits
32.3,56.6,open_air,5,22.9,average,9,Pineapple,2,Fruits
23.6,80.8,cold_storage,10,15.2,average,8,Pineapple,2,Fruits
36.3,83.2,open_air,4,21.7,average,3,Pineapple,2,Fruits
33.2,82.6,room_temperature,13,5.9,average,2,Pineapple,2,Fruits
24.7,88.8,cold_storage,2,18.1,poor,12,Pineapple,2,Fruits
25.9,72.6,cold_storage,12,11.3,average,7,Pineapple,2,Fruits
24.2,71.6,cold_storage,12,18.4,good,7,Pineapple,2,Fruits
32.9,71.9,room_temperature,3,22.8,average,8,Pineapple,2,Fruits
27.4,72.6,cold_storage,8,7.2,poor,2,Pineapple,2,Fruits
27.3,79.8,open_air,10,14.5,average,2,Pineapple,2,Fruits
28.2,72.6,room_temperature,9,12.3,average,9,Pineapple,2,Fruits
28.4,73.5,room_temperature,2,9.2,average,9,Pineapple,2,Fruits
36.5,79,room_temperature,2,13,good,5,Pineapple,2,Fruits
23.3,60.8,room_temperature,1,5.8,poor,4,Pineapple,2,Fruits
28.1,79.4,open_air,5,3.5,average,3,Pineapple,2,Fruits
23.3,83.6,room_temperature,12,8.3,average,10,Pineapple,2,Fruits
29.8,87.7,cold_storage,1,15.9,poor,5,Pineapple,2,Fruits
34.3,77.8,open_air,14,11.9,average,3,Pineapple,2,Fruits
20.7,69,room_temperature,2,7.9,average,1,Pineapple,1,Fruits
29.4,86.5,open_air,2,11,average,9,Pineapple,2,Fruits
29.5,89.7,room_temperature,3,7,good,9,Pineapple,2,Fruits
29.6,77.5,open_air,2,9.5,poor,11,Pineapple,2,Fruits
29.8,87.3,open_air,3,18.1,poor,7,Pineapple,2,Fruits
31.6,72.2,cold_storage,6,8.2,poor,2,Pineapple,2,Fruits
31.5,69.2,room_temperature,8,4.5,average,9,Pineapple,2,Fruits
24.1,78.9,room_temperature,6,11.2,poor,2,Pineapple,2,Fruits
27.8,86.3,open_air,12,16.2,average,8,Pineapple,2,Fruits
36.1,78.3,room_temperature,14,24.2,average,8,Pineapple,2,Fruits
25.8,66.6,room_temperature,11,22.1,average,5,Pineapple,2,Fruits
35.6,70.5,cold_storage,3,4.2,average,2,Pineapple,2,Fruits
21.3,77.9,room_temperature,5,16.5,average,9,Pineapple,2,Fruits
33.1,61,room_temperature,14,14.8,average,12,Pineapple,2,Fruits
36.1,75.2,room_temperature,13,14.5,average,6,Pineapple,2,Fruits
30.8,88.9,cold_storage,4,8.3,poor,3,Pineapple,2,Fruits
29.7,62.4,cold_storage,4,24.5,average,2,Pineapple,1,Fruits
30.8,84,cold_storage,2,16.7,average,11,Pineapple,1,Fruits
20.2,75.9,cold_storage,6,13.8,poor,10,Pineapple,2,Fruits
32.9,56,room_temperature,2,24.8,good,9,Pineapple,2,Fruits
29.3,81,open_air,11,21.9,poor,11,Pineapple,2,Fruits
31,61.6,room_temperature,11,11,poor,10,Pineapple,2,Fruits
27,63.8,room_temperature,2,22.8,average,10,Pineapple,2,Fruits
33.6,86.7,open_air,12,6.8,poor,2,Pineapple,2,Fruits
20.4,86.9,cold_storage,10,15.7,average,1,Pineapple,1,Fruits
25.8,65.3,room_temperature,11,14.7,poor,6,Pineapple,2,Fruits
27.9,65.6,open_air,2,4.5,average,3,Pineapple,2,Fruits
27.9,65.8,room_temperature,12,23.3,poor,6,Pineapple,2,Fruits
30.6,73.1,room_temperature,4,24.4,average,7,Pineapple,2,Fruits
36.1,80.2,room_temperature,4,16.3,average,7,Pineapple,2,Fruits
35.4,83.1,cold_storage,8,4.9,average,4,Pineapple,2,Fruits
23.6,56.6,cold_storage,3,24.9,average,7,Pineapple,2,Fruits
34.8,84.8,room_temperature,7,18.2,average,1,Pineapple,2,Fruits
32.4,68.2,cold_storage,4,4,average,5,Pineapple,2,Fruits
21.8,67.4,open_air,9,18.1,average,1,Pineapple,2,Fruits
35.6,59.7,room_temperature,13,19.7,poor,4,Pineapple,2,Fruits
35.2,56.2,cold_storage,11,17.1,average,5,Pineapple,2,Fruits
22.8,77.6,room_temperature,9,17.4,average,5,Pineapple,2,Fruits
28.2,86.1,room_temperature,1,4.3,average,3,Pineapple,2,Fruits
25.1,70.8,open_air,2,19.5,poor,1,Pineapple,2,Fruits
21.1,82,open_air,3,14.3,average,11,Pineapple,2,Fruits
36.6,80.6,room_temperature,1,18,average,4,Pineapple,2,Fruits
27.7,81.3,open_air,14,11.5,average,8,Pineapple,2,Fruits
26.7,82.3,cold_storage,2,22.8,poor,9,Pineapple,2,Fruits
32.4,73.3,room_temperature,11,16.1,poor,7,Pineapple,2,Fruits
31.2,88.9,room_temperature,1,15.3,average,12,Pineapple,2,Fruits
36.5,65.2,cold_storage,4,20.8,good,6,Pineapple,2,Fruits
25.1,82.3,open_air,13,6.7,good,7,Pineapple,2,Fruits
35.4,79.5,cold_storage,6,5.2,good,3,Pineapple,2,Fruits
